lga,Not stated,Inadequately described,At sea,Not elsewhere classified,"Oceania and Antarctica, nfd","Australia (includes External Territories), nfd",Australia,Norfolk Island,"Australian External Territories, nec",New Zealand,"Melanesia, nfd",New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,"Micronesia, nfd",Guam,Kiribati,Marshall Islands,"Micronesia, Federated States of",Nauru,Northern Mariana Islands,Palau,"Polynesia (excludes Hawaii), nfd",Cook Islands,Fiji,French Polynesia,Niue,Samoa,"Samoa, American",Tokelau,Tonga,Tuvalu,Wallis and Futuna,"Polynesia (excludes Hawaii), nec","Antarctica, nfd",Adelie Land (France),Argentinian Antarctic Territory,Australian Antarctic Territory,British Antarctic Territory,Chilean Antarctic Territory,Queen Maud Land (Norway),Ross Dependency (New Zealand),"North-West Europe, nfd","United Kingdom, nfd",Channel Islands,England,Isle of Man,Northern Ireland,Scotland,Wales,Ireland,"Western Europe, nfd",Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,"Northern Europe, nfd",Denmark,Faeroe Islands,Finland,Greenland,Iceland,Norway,Sweden,"Southern and Eastern Europe, nfd","Southern Europe, nfd",Andorra,Gibraltar,Holy See,Italy,Malta,Portugal,San Marino,Spain,"South Eastern Europe, nfd",Albania,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Former Yugoslav Republic of Macedonia (FYROM),Greece,Moldova,Romania,Slovenia,Montenegro,Serbia,"Eastern Europe, nfd",Belarus,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Poland,Russian Federation,Slovakia,Ukraine,"North Africa and the Middle East, nfd","North Africa, nfd",Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,"North Africa, nec","Middle East, nfd",Bahrain,Gaza Strip and West Bank,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,"South-East Asia, nfd","Mainland South-East Asia, nfd",Burma (Myanmar),Cambodia,Laos,Thailand,Viet Nam,"Maritime South-East Asia, nfd",Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,East Timor,"North-East Asia, nfd","Chinese Asia (includes Mongolia), nfd",China (excludes SARs and Taiwan Province),Hong Kong (SAR of China),Macau (SAR of China),Mongolia,Taiwan,"Japan and the Koreas, nfd",Japan,"Korea, Democratic People's Republic of (North)","Korea, Republic of (South)","Southern and Central Asia, nfd","Southern Asia, nfd",Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka,"Central Asia, nfd",Afghanistan,Armenia,Azerbaijan,Georgia,Kazakhstan,Kyrgyz Republic,Tajikistan,Turkmenistan,Uzbekistan,"Americas, nfd","Northern America, nfd",Bermuda,Canada,St Pierre and Miquelon,United States of America,"South America, nfd",Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,"South America, nec","Central America, nfd",Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,"Caribbean, nfd",Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,Cayman Islands,Cuba,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Netherlands Antilles,Puerto Rico,St Kitts and Nevis,St Lucia,St Vincent and the Grenadines,Trinidad and Tobago,Turks and Caicos Islands,"Virgin Islands, British","Virgin Islands, United States","Sub-Saharan Africa, nfd","Central and West Africa, nfd",Benin,Burkina Faso,Cameroon,Cape Verde,Central African Republic,Chad,Congo,"Congo, Democratic Republic of",C̫te d'Ivoire,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Sao Tom̩ and Principe,Senegal,Sierra Leone,Togo,"Southern and East Africa, nfd",Angola,Botswana,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Lesotho,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Namibia,R̩union,Rwanda,St Helena,Seychelles,Somalia,South Africa,Swaziland,Tanzania,Uganda,Zambia,Zimbabwe,"Southern and East Africa, nec",Total
Glenelg (S),1133,0,0,0,0,0,17237,0,0,187,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,15,97,18,18,0,4,3,5,54,0,0,0,121,9,0,8,0,3,0,3,0,0,0,0,0,0,0,20,18,0,0,8,11,0,0,0,6,0,0,10,0,0,0,0,0,4,0,4,0,3,0,5,5,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,19,50,6,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,23,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,29,0,19760
Golden Plains (S),801,3,0,0,0,0,13976,0,0,130,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,24,102,16,40,0,12,13,6,99,0,0,0,145,3,0,7,0,3,0,0,0,3,0,0,0,0,0,54,18,0,0,10,31,0,0,0,31,0,13,10,0,7,8,0,6,3,0,10,0,9,0,3,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,10,14,0,0,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,16453
Greater Bendigo (C),4827,6,0,0,0,0,82846,0,0,567,0,0,43,4,0,0,0,0,0,7,6,0,0,0,0,24,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,3,46,310,56,100,0,38,8,21,240,0,0,0,278,21,0,5,0,5,0,0,7,18,0,0,0,0,0,150,50,0,0,3,30,0,7,0,46,15,3,77,0,10,17,0,8,4,0,8,4,31,9,0,44,13,3,12,0,0,0,23,0,0,3,0,0,0,0,0,3,3,15,3,3,0,7,0,0,0,0,12,3,0,0,0,3,3,3,38,28,0,0,70,105,176,41,9,0,0,122,23,0,0,9,0,25,0,18,0,0,3,0,120,0,3,9,101,0,3,0,0,0,0,0,0,0,0,0,0,0,62,0,116,0,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,11,0,0,0,12,0,0,4,0,0,0,12,0,116,0,0,0,6,27,0,93254
Greater Dandenong (C),10232,137,3,0,0,0,50703,0,0,2066,0,0,27,3,0,0,0,0,0,0,6,0,0,0,440,558,0,7,342,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2443,0,153,658,70,213,0,129,23,110,721,0,0,0,588,31,0,33,0,30,0,5,10,14,0,0,0,0,0,2347,397,160,0,76,1018,129,2047,57,1274,244,1049,1966,14,525,87,26,848,51,12,56,6,299,43,17,1039,212,23,181,0,0,0,515,13,20,1656,6,0,0,0,10,46,144,238,44,21,31,659,11,5,40,58,917,69,4,15,0,195,4680,168,638,10610,0,4,334,603,1150,194,523,0,0,2691,307,16,3,70,0,60,0,62,0,6,191,0,3822,0,37,398,3830,11,1680,21,0,3,8,11,0,0,3,0,0,0,81,0,118,0,241,3,9,732,46,0,0,0,3,0,48,0,117,4,4,0,0,7,285,0,11,4,3,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,23,21,0,42,0,0,0,19,0,0,15,0,8,5,6,36,0,3,93,298,124,0,0,11,1455,0,5,3,0,0,0,124,117,429,0,18,14,8,29,0,125518
Greater Geelong (C),10427,61,0,0,0,0,155846,0,0,1645,0,0,89,9,10,0,0,3,0,0,7,0,0,0,3,70,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,14,7749,7,451,1652,275,401,0,258,35,122,1552,0,0,0,1687,53,0,51,0,65,0,7,30,54,0,0,0,6,0,1990,300,107,0,258,760,3,472,48,1644,64,770,518,0,48,191,11,345,29,6,45,18,229,59,84,640,63,13,221,0,0,9,103,6,12,101,3,0,0,0,4,8,122,21,8,0,3,98,0,0,4,8,146,11,4,0,0,10,53,51,186,332,0,10,148,355,668,257,12,0,0,517,142,10,0,33,0,105,0,72,0,0,46,0,424,3,6,50,181,0,7,0,0,0,0,0,0,0,0,0,3,4,174,0,385,0,22,4,17,26,10,0,0,0,0,0,8,0,10,5,5,0,0,0,4,3,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,16,0,0,0,14,0,0,5,0,3,0,6,0,0,0,0,9,38,0,0,3,35,0,0,0,0,0,0,0,4,434,0,8,0,17,136,0,197477
Greater Shepparton (C),3546,11,0,0,0,0,47345,0,0,529,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,27,0,0,47,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,38,183,14,64,0,19,10,16,114,0,0,0,232,10,0,5,0,3,0,0,3,0,0,0,0,0,0,1089,21,0,0,23,37,365,8,7,47,9,85,210,0,22,4,0,9,3,0,3,0,14,7,9,21,9,0,9,0,0,0,13,3,0,9,0,0,0,0,0,0,37,341,0,0,95,10,0,0,24,8,347,3,0,0,0,0,8,0,36,20,0,0,8,44,166,6,5,0,0,54,13,0,0,20,0,11,0,12,0,0,19,0,224,0,12,11,56,0,122,0,0,0,0,0,0,0,0,0,0,0,39,0,55,0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,72,4,3,3,4,10,0,57090
Hepburn (S),999,0,0,0,0,0,11125,0,0,136,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,550,0,14,78,10,24,0,18,3,13,109,0,0,0,140,3,0,15,0,8,0,0,0,5,0,0,0,0,0,37,26,0,0,0,31,3,0,6,41,3,12,22,0,3,8,0,22,4,0,0,3,18,0,3,19,11,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,16,14,4,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,50,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13732
Hindmarsh (S),254,0,0,0,0,0,5451,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,15,3,3,0,4,0,4,21,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,8,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,22,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26,0,0,0,0,15,0,6040
Hobsons Bay (C),5855,33,0,0,0,0,51917,0,0,1588,0,3,39,3,0,0,0,0,0,0,0,0,0,0,37,93,0,10,26,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2879,3,108,770,83,279,0,79,9,77,504,0,0,0,220,23,0,23,0,47,0,0,14,50,0,0,0,3,0,1851,1466,80,0,37,555,25,179,20,651,76,830,1269,3,130,64,29,315,20,8,29,5,68,32,18,407,52,16,81,0,3,8,175,172,16,130,6,0,0,0,0,12,24,74,15,10,7,943,13,0,19,19,58,9,3,4,0,166,163,48,118,1437,3,7,149,179,1064,142,20,0,0,551,105,8,0,27,0,64,0,36,0,0,67,0,697,0,8,64,142,0,7,0,0,0,0,0,0,0,0,0,4,0,76,0,192,0,63,3,15,101,52,6,0,0,3,0,15,0,54,3,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,52,137,29,0,0,0,94,0,0,0,0,0,0,13,35,205,4,4,6,6,33,0,81462
Horsham (RC),876,8,0,0,0,0,16710,0,0,78,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,4,41,4,12,0,3,0,0,31,0,0,0,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,89,6,0,0,0,7,0,0,0,3,4,0,10,0,4,0,0,0,0,0,0,0,5,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,11,9,16,3,4,0,0,5,3,0,0,0,0,6,0,0,0,0,3,0,24,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,5,0,18497
Hume (C),10158,63,0,0,0,0,94419,0,0,1667,0,0,66,4,11,0,0,4,0,0,11,0,0,0,53,624,0,0,479,0,0,51,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3021,0,154,677,69,292,0,82,17,68,596,0,0,0,252,44,0,18,0,68,0,0,6,17,0,0,0,0,0,3610,1435,194,0,192,360,29,326,23,828,708,336,1260,0,177,128,4,196,17,3,27,6,105,28,13,377,38,5,78,0,0,25,804,37,18,33,10,0,0,0,16,34,286,4482,30,74,94,2399,3,7,51,469,5764,34,21,0,0,42,17,188,170,1180,0,0,124,269,1567,154,206,0,0,360,105,6,0,20,0,32,0,10,0,0,36,0,1483,0,3,165,1501,4,36,3,0,0,0,0,0,3,0,0,3,0,85,0,196,0,166,9,18,174,24,0,0,0,0,3,40,0,81,9,12,0,0,0,266,6,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,3,0,0,27,0,3,0,0,3,4,0,0,0,0,86,44,26,0,0,0,131,0,0,0,0,0,0,33,143,176,0,4,3,6,19,0,147783
Indigo (S),823,3,0,0,0,0,12821,0,0,87,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,463,0,12,55,16,14,0,16,3,9,86,0,0,0,82,8,0,5,0,3,0,0,3,4,0,0,0,0,0,18,4,0,0,3,8,0,0,0,20,0,0,11,0,3,3,0,3,4,0,3,4,6,3,6,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,3,23,3,3,0,0,5,3,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,14801
Kingston (C),8858,178,0,0,0,0,87692,0,0,2133,0,0,64,7,0,0,0,0,0,0,11,0,0,0,164,384,3,8,54,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5550,4,235,1075,127,444,0,153,30,138,806,0,0,0,481,77,0,68,0,40,0,4,12,57,0,0,0,0,0,1738,209,99,0,66,304,6,180,27,465,415,55,3049,26,117,56,3,162,73,47,95,7,212,72,50,612,430,32,342,0,0,7,501,6,8,86,8,0,0,0,19,29,64,87,88,11,10,270,9,0,15,31,547,27,0,0,0,67,1009,73,224,1252,8,9,181,488,1049,201,178,0,0,1384,354,11,0,40,0,186,0,130,0,0,167,0,2870,7,22,123,1575,0,58,18,11,23,19,9,0,3,19,0,0,0,202,0,376,0,184,0,39,262,27,4,0,0,3,3,33,3,65,9,8,0,0,0,33,9,0,11,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,20,0,0,4,0,0,3,4,0,0,0,36,64,68,0,3,3,647,0,3,0,0,0,0,105,11,806,0,12,12,16,105,0,134623
Knox (C),6546,36,0,0,0,0,103230,0,0,1818,0,0,71,3,6,0,0,3,0,0,6,0,0,0,8,241,3,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7034,7,254,1172,215,416,0,220,30,99,1339,0,6,0,1123,102,0,57,0,29,0,0,6,32,0,0,0,3,0,1316,225,27,0,51,345,4,126,30,307,151,61,649,11,217,75,3,116,49,6,62,5,321,136,25,622,77,29,37,0,0,0,535,17,11,92,0,0,0,0,16,105,254,54,59,18,9,235,9,3,21,28,124,23,0,0,3,56,536,143,192,1058,0,38,285,1989,895,537,81,0,0,1438,791,22,0,165,0,112,0,129,0,3,62,0,2002,0,49,117,1988,0,222,21,0,0,3,3,0,0,4,0,3,0,168,0,310,0,96,0,26,220,29,8,4,0,13,0,30,0,48,10,6,0,0,0,54,0,0,3,5,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3,0,28,93,0,6,3,390,0,3,5,0,0,0,48,0,1060,0,19,5,23,58,0,146739
Latrobe (C),4318,15,0,0,0,0,55846,0,0,518,0,0,15,0,3,0,0,0,0,0,0,0,0,0,16,29,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2240,0,118,770,59,146,0,75,19,30,571,0,0,0,847,10,0,8,0,14,0,0,6,9,0,0,0,0,0,754,450,7,0,48,90,7,39,3,110,102,6,137,0,12,20,8,28,15,3,12,9,46,19,17,156,14,3,51,0,0,3,30,0,0,4,0,0,0,0,0,6,3,3,4,0,0,7,0,0,3,3,14,0,0,0,0,0,9,0,22,40,0,4,40,95,285,42,11,0,0,127,35,0,0,5,0,24,0,7,0,0,73,0,97,3,15,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,92,0,11,0,0,13,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,3,0,92,0,3,0,0,5,0,69326
Loddon (S),440,0,0,0,0,0,6891,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,39,3,9,0,3,0,0,31,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,16,0,0,0,10,0,0,7,0,0,3,0,3,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7835
Macedon Ranges (S),2116,6,0,0,0,0,31404,0,0,430,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,1786,4,52,264,54,99,0,35,5,17,313,0,0,0,161,32,0,18,0,17,0,0,0,13,0,0,0,0,0,231,170,5,0,13,37,0,8,4,64,26,8,43,0,6,22,3,7,6,0,5,3,26,4,3,46,4,0,4,0,0,3,47,3,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,3,4,0,0,0,0,5,0,0,17,3,4,0,12,33,34,35,3,0,0,35,8,0,0,6,0,11,0,3,0,0,0,0,50,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,122,0,16,0,4,11,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,4,0,0,0,0,0,0,3,0,94,0,3,0,4,10,0,38362
Manningham (C),5437,52,0,0,0,0,67023,0,0,1049,0,0,58,3,0,0,0,6,0,0,3,0,0,0,0,195,0,0,11,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3023,3,99,480,81,179,0,127,24,93,671,0,0,0,352,69,0,27,0,28,0,0,14,28,0,0,0,0,0,3934,242,36,0,72,187,18,57,27,415,447,230,3363,0,107,116,3,113,29,0,63,17,155,84,30,277,89,23,38,0,0,0,605,14,8,83,0,0,0,0,3,54,724,66,73,21,96,476,6,0,20,73,223,41,0,0,0,43,77,33,93,874,0,36,314,2637,290,683,29,0,3,4553,2764,78,0,603,0,141,0,477,0,0,23,0,956,0,16,133,621,0,43,16,0,0,3,0,0,3,0,0,0,0,150,0,377,0,69,0,34,85,29,3,0,0,3,0,24,0,11,10,8,0,0,3,24,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,11,0,0,3,0,3,0,9,0,0,0,0,13,37,0,3,3,74,0,4,6,0,0,0,11,0,1249,4,15,9,31,94,0,109916
Mansfield (S),506,0,0,0,0,0,5889,0,0,71,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,3,28,4,12,0,24,0,7,95,0,0,0,37,11,0,3,0,3,0,0,0,0,0,0,0,0,0,13,8,0,0,3,6,0,0,0,0,0,0,5,0,0,4,0,0,5,0,4,0,3,8,0,6,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,14,3,9,3,0,0,3,8,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,7192
Maribyrnong (C),5585,49,0,0,0,0,33053,0,0,899,0,4,91,3,0,4,0,0,0,0,3,0,0,0,13,132,0,9,30,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1205,0,56,286,38,140,0,45,12,54,252,0,0,0,79,17,0,15,0,11,0,0,5,23,0,0,0,0,0,1235,256,97,0,42,255,28,224,9,451,116,591,1073,3,43,39,24,232,10,0,24,0,68,16,16,306,39,3,59,0,0,4,131,23,3,392,0,0,0,0,3,3,58,37,9,3,9,119,15,4,12,21,201,30,4,4,0,59,108,56,126,6133,0,5,183,330,691,90,131,0,0,1652,195,6,3,28,0,68,0,66,0,0,501,0,1618,0,33,205,234,0,9,0,0,0,0,0,0,0,0,0,0,0,79,0,153,0,81,0,15,221,12,3,0,0,3,0,14,0,85,8,3,0,0,0,140,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,10,0,0,15,0,0,0,21,0,0,5,0,4,3,4,18,4,6,117,510,53,0,3,0,88,0,9,3,0,3,0,0,185,99,0,17,5,4,14,0,63143
