lga,Not stated,Inadequately described,"Eurasian, so described","Asian, so described","African, so described","European, so described","Caucasian, so described","Creole, so described","Oceanian, nfd","Australian Peoples, nfd",Australian,Australian Aboriginal,Australian South Sea Islander,Torres Strait Islander,"New Zealand Peoples, nfd",Maori,New Zealander,"Melanesian and Papuan, nfd",New Caledonian,Ni-Vanuatu,Papua New Guinean,Solomon Islander,"Melanesian and Papuan, nec (includes Bisorio,Bougainvillian, Huli)","Micronesian, nfd",I-Kiribati,Nauruan,"Micronesian, nec (includes Marianas Islander, Marshallese, Palauan)","Polynesian, nfd",Cook Islander,Fijian,Niuean,Samoan,Tongan,Hawaiian,Tahitian,Tokelauan,Tuvaluan,"Polynesian, nec (includes French Polynesian, Pitcairn Islander, Wallisian)","North-West European, nfd","British, nfd",English,Scottish,Welsh,Channel Islander,Manx,"British, nec (includes Falkland Islander)",Irish,"Western European, nfd",Austrian,Dutch,Flemish,French,German,Swiss,Belgian,Frisian,Luxembourg,"Western European, nec (includes Alsatian, Breton, Walloon)","Northern European, nfd",Danish,Finnish,Icelandic,Norwegian,Swedish,"Northern European, nec (includes Faeroese, Greenlandic, Saami)","Southern and Eastern European, nfd","Southern European, nfd",Basque,Catalan,Italian,Maltese,Portuguese,Spanish,Gibraltarian,"Southern European, nec (includes Andorran, Galician, Ladin)","South Eastern European, nfd",Albanian,Bosnian,Bulgarian,Croatian,Greek,Macedonian,Moldovan,Montenegrin,Romanian,Roma/Gypsy,Serbian,Slovene,Cypriot,Vlach,"South Eastern European, nec (includes Aromani, Karakachani)","Eastern European, nfd",Belarusan,Czech,Estonian,Hungarian,Latvian,Lithuanian,Polish,Russian,Slovak,Ukrainian,Sorb/Wend,"Eastern European, nec (includes Adygei, Khanty, Nenets)","North African and Middle Eastern, nfd","Arab, nfd",Algerian,Egyptian,Iraqi,Jordanian,Kuwaiti,Lebanese,Libyan,Moroccan,Palestinian,Saudi Arabian,Syrian,Tunisian,Yemeni,"Arab, nec (includes Baggara, Bedouin, Omani)",Jewish,"Other North African and Middle Eastern, nfd",Assyrian/Chaldean,Berber,Coptic,Iranian,Kurdish,Sudanese,Turkish,"Other North African and Middle Eastern, nec (includes Azande, Madi, Nubian)","South-East Asian, nfd","Mainland South-East Asian, nfd",Anglo-Burmese,Burmese,Hmong,Khmer,Lao,Thai,Vietnamese,Karen,Mon,"Mainland South-East Asian, nec (includes Arakanese, Chin, Shan)","Maritime South-East Asian, nfd",Filipino,Indonesian,Javanese,Madurese,Malay,Sundanese,Timorese,Acehnese,Balinese,Bruneian,Kadazan,Singaporean,Temoq,"Maritime South-East Asian, nec (includes Iban, Irian Jayan, Sumatran)","North-East Asian, nfd","Chinese Asian, nfd",Chinese,Taiwanese,"Chinese Asian, nec (includes Hui, Manchu, Yi)","Other North-East Asian, nfd",Japanese,Korean,Mongolian,Tibetan,"Other North-East Asian, nec (includes Ainu, Menba, Xiareba)","Southern and Central Asian, nfd","Southern Asian, nfd",Anglo-Indian,Bengali,Burgher,Gujarati,Indian,Malayali,Nepalese,Pakistani,Punjabi,Sikh,Sinhalese,Tamil,Maldivian,"Southern Asian, nec (includes Gurkha, Kashmiri, Marathi)","Central Asian, nfd",Afghan,Armenian,Georgian,Kazakh,Pathan,Uzbek,Azeri,Hazara,Tajik,Tatar,Turkmen,Uighur,"Central Asian, nec (includes Chechen, Circassian, Ingush)","People of the Americas, nfd","North American, nfd",African American,American,Canadian,French Canadian,Hispanic (North American),Native North American Indian,Bermudan,"North American, nec (includes Aleut, Inuit, Metis)","South American, nfd",Argentinian,Bolivian,Brazilian,Chilean,Colombian,Ecuadorian,Guyanese,Peruvian,Uruguayan,Venezuelan,Paraguayan,"South American, nec (includes Arawak, Carib, Surinamese)","Central American, nfd",Mexican,Nicaraguan,Salvadoran,Costa Rican,Guatemalan,Mayan,"Central American, nec (includes Belizean, Honduran, Panamanian)","Caribbean Islander, nfd",Cuban,Jamaican,Trinidadian (Tobagonian),Barbadian,Puerto Rican,"Caribbean Islander, nec (includes Bahamian, Grenadian, Haitian)","Sub-Saharan African, nfd","Central and West African, nfd",Akan,Ghanaian,Nigerian,Yoruba,Ivorean,Liberian,Sierra Leonean,"Central and West African, nec (includes Fang, Fulani, Kongo)","Southern and East African, nfd",Afrikaner,Angolan,Eritrean,Ethiopian,Kenyan,Malawian,Mauritian,Mozambican,Oromo,Seychellois,Somali,South African,Tanzanian,Ugandan,Zambian,Zimbabwean,Amhara,Batswana,Dinka,Hutu,Masai,Nuer,Tigrayan,Tigre,Zulu,"Southern and East African, nec (includes Afar, Namibian, Tutsi)"
Anangu Pitjantjatjara (AC),91,0,0,0,0,0,0,0,0,0,117,1790,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,23,0,0,0,0,17,0,4,5,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barossa (DC),932,22,0,0,0,0,3,0,0,0,6240,6,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7549,635,25,0,0,0,771,0,37,156,0,22,3446,5,6,0,0,0,0,12,4,0,0,10,0,0,0,0,0,282,14,3,9,0,0,0,0,0,3,14,22,3,0,0,0,0,11,10,0,0,0,0,0,6,3,26,19,5,44,11,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,7,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barunga West (DC),192,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,62,3,0,0,0,85,0,3,9,0,9,83,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berri and Barmera (DC),773,11,0,8,7,0,0,0,0,0,3518,29,0,0,0,9,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3733,266,11,0,0,0,363,0,9,84,0,13,775,3,0,0,0,0,0,3,5,0,3,3,0,0,0,0,0,246,4,0,3,0,0,0,0,0,3,89,523,4,0,0,8,0,36,34,0,0,0,3,0,4,0,27,0,0,55,0,0,4,0,0,0,8,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,6,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,19,0,0,0,0,0,0,0,0,0,44,0,0,0,15,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burnside (C),2396,32,4,0,16,12,0,0,3,0,9799,4,0,0,0,10,78,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,4,14,14222,1446,80,0,0,0,2023,0,60,267,0,67,1507,30,15,0,0,0,0,14,18,0,17,28,0,10,0,3,0,2895,66,14,33,0,0,0,6,11,22,131,1053,8,0,0,44,0,98,20,24,0,0,5,3,30,33,146,108,62,291,121,15,101,3,0,3,10,3,27,13,0,0,208,0,0,21,0,8,0,0,0,41,0,0,0,3,132,11,6,22,5,0,0,0,0,0,9,14,41,88,0,0,0,0,60,37,0,0,69,0,0,0,0,0,0,13,0,3,0,0,2092,9,0,0,97,278,0,0,0,0,0,18,14,0,0,438,0,3,26,15,0,213,12,3,7,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,63,32,5,7,0,0,0,0,8,0,11,8,4,0,0,4,0,0,0,0,0,12,0,4,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,131,0,0,0,4,0,0,0,0,0,0,0,0,0,4
Campbelltown (C),2471,30,5,7,20,3,0,0,0,0,7915,29,0,0,0,12,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,5,0,0,0,0,0,0,8,10936,980,71,0,0,0,1459,0,57,360,0,63,1455,19,4,0,0,0,0,16,19,0,18,22,0,3,0,0,0,12207,119,29,58,0,0,3,17,18,20,184,1505,13,0,0,50,4,143,29,54,0,0,0,5,8,27,186,95,62,400,188,10,131,0,0,3,39,6,56,0,7,0,321,0,0,4,0,7,0,0,0,7,0,0,0,14,128,44,155,21,3,0,0,0,6,0,9,3,29,160,0,0,0,0,114,25,3,0,56,0,5,0,0,0,0,0,0,0,0,0,1765,10,0,0,62,266,0,0,0,0,6,16,28,0,0,443,0,6,4,20,25,160,15,0,10,7,52,5,11,0,0,7,0,0,0,30,0,9,3,3,0,0,31,12,0,6,3,0,0,3,15,0,3,11,3,8,0,8,0,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,10,0,10,11,12,0,3,0,0,0,4,88,0,0,0,4,0,0,55,0,0,0,0,0,4,16
Ceduna (DC),373,7,0,0,0,0,0,0,0,0,1289,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,71,0,0,0,0,139,0,0,15,0,0,196,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Sturt (C),6702,134,5,9,144,23,0,0,0,0,21988,124,0,0,0,59,134,0,0,0,8,0,0,0,0,0,0,0,5,13,0,7,7,0,0,0,0,0,7,14,26700,2866,188,0,0,0,3908,0,128,568,0,113,3151,25,13,0,0,0,0,59,33,0,23,68,0,24,0,0,0,12276,411,181,147,0,0,28,113,310,175,946,5475,361,0,12,82,0,1577,125,100,0,0,22,36,75,36,257,125,84,1548,555,42,709,0,0,0,33,0,53,107,13,0,231,0,3,42,0,3,0,0,8,15,0,3,0,0,95,39,235,38,6,0,0,0,0,0,162,0,64,1848,0,0,0,0,338,41,0,0,50,0,3,0,0,0,0,0,0,3,0,0,2017,8,3,0,61,72,0,0,0,0,13,51,10,0,0,556,0,7,33,23,5,81,8,0,0,0,191,17,3,0,0,0,0,5,0,0,13,3,3,0,0,4,66,40,7,6,4,0,0,9,15,5,7,36,0,0,3,6,4,4,0,3,4,11,0,34,0,0,0,0,3,4,0,0,0,0,0,0,3,0,5,3,0,0,28,3,29,4,13,0,41,48,3,0,12,0,0,0,56,137,0,0,0,26,0,0,43,0,0,0,0,0,0,70
Clare and Gilbert Valleys (DC),482,9,0,0,0,0,0,0,0,0,2758,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3370,256,12,0,0,0,408,0,4,63,0,10,514,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,61,5,3,5,0,0,0,0,0,0,6,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,6,4,20,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleve (DC),108,9,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,40,0,0,0,0,62,0,0,8,0,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coober Pedy (DC),378,4,0,0,0,0,0,0,0,0,395,79,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,28,3,0,0,0,59,0,11,11,0,7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,3,0,0,0,0,7,0,69,135,0,0,4,3,0,71,3,3,0,0,0,0,10,0,37,0,0,13,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copper Coast (DC),723,3,0,0,0,8,0,0,0,0,4457,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4702,311,16,0,0,0,361,0,8,87,0,20,434,0,0,0,0,0,0,5,3,0,7,3,0,0,0,0,0,92,15,0,5,0,0,0,0,0,0,8,29,0,0,0,0,0,9,0,0,0,0,0,4,0,0,6,9,3,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliston (DC),73,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,32,0,0,0,0,49,0,0,8,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flinders Ranges (DC),195,3,0,0,0,0,0,0,0,0,690,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,57,4,0,0,0,75,0,0,11,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Harbour (DC),68,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,43,4,0,0,0,42,0,0,13,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gawler (T),1046,28,0,3,0,5,0,0,0,0,5471,3,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8470,645,47,3,0,0,783,0,20,168,0,14,1055,0,3,0,0,0,0,6,5,0,0,7,0,0,0,0,0,522,37,3,4,0,0,0,0,0,3,12,72,4,0,0,0,0,23,11,0,0,0,4,0,13,3,27,13,5,72,24,0,27,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,28,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,3,11,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goyder (DC),230,0,0,0,0,0,0,0,0,0,1377,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,141,6,0,0,0,222,0,7,32,0,9,572,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant (DC),566,6,3,0,0,0,0,0,0,0,3082,9,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,332,16,0,0,0,388,0,3,123,0,7,332,3,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,167,12,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,6,5,0,0,0,3,0,0,0,13,11,4,19,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Holdfast Bay (C),2092,19,3,0,9,3,0,0,0,0,9285,11,0,0,0,28,90,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,12987,1326,111,0,0,0,2023,0,28,312,3,66,1259,24,22,0,0,0,0,23,24,0,51,36,0,0,0,0,0,883,58,16,34,0,0,3,8,28,19,131,405,20,0,0,4,0,64,14,15,0,0,5,0,31,21,33,48,25,205,77,11,57,3,0,0,4,0,22,0,0,0,48,0,0,3,0,3,0,0,0,4,0,0,0,0,50,3,5,14,0,0,0,0,0,0,0,4,31,27,0,0,0,0,45,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,44,41,0,0,0,0,4,3,8,0,0,162,0,0,4,0,0,11,0,0,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,59,49,0,3,0,0,0,3,10,0,9,14,3,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,3,72,0,0,0,3,0,0,0,0,0,0,0,0,0,9
Kangaroo Island (DC),332,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,150,4,0,3,0,184,0,3,47,0,3,206,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,28,3,0,3,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
